Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
233,Business Analyst,"Excel, SQL, Requirement Gathering, Documentation, Communication, Analytical Thinking",excel | sql | requirement gathering | documentation | communication | analytical thinking,"[""excel"", ""sql"", ""requirement gathering"", ""documentation"", ""communication"", ""analytical thinking""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Business Analyst. Skills: Excel, SQL, Requirement Gathering, Documentation, Communication, Analytical Thinking. Experience: Entry-level (0-2 years)"
234,Market Research Analyst,"Data Analysis, Excel, Surveys, Report Writing, Statistics, Communication",data analysis | excel | surveys | report writing | statistics | communication,"[""data analysis"", ""excel"", ""surveys"", ""report writing"", ""statistics"", ""communication""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Market Research Analyst. Skills: Data Analysis, Excel, Surveys, Report Writing, Statistics, Communication. Experience: Entry-level (0-2 years)"
235,Biostatistician,"R, Statistics, Data Analysis, Excel, Reporting, Research Methods, Communication",r | statistics | data analysis | excel | reporting | research methods | communication,"[""r"", ""statistics"", ""data analysis"", ""excel"", ""reporting"", ""research methods"", ""communication""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Biostatistician. Skills: R, Statistics, Data Analysis, Excel, Reporting, Research Methods, Communication. Experience: Entry-level (0-2 years)"
236,Medical Lab Intern,"Sample Testing, Lab Equipment Handling, Documentation, Observation, Data Analysis",sample testing | lab equipment handling | documentation | observation | data analysis,"[""sample testing"", ""lab equipment handling"", ""documentation"", ""observation"", ""data analysis""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Medical Lab Intern. Skills: Sample Testing, Lab Equipment Handling, Documentation, Observation, Data Analysis. Experience: Entry-level (0-2 years)"
237,Pharmacy Assistant,"Drug Knowledge, Stock Management, Customer Communication, Documentation",drug knowledge | stock management | customer communication | documentation,"[""drug knowledge"", ""stock management"", ""customer communication"", ""documentation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Pharmacy Assistant. Skills: Drug Knowledge, Stock Management, Customer Communication, Documentation. Experience: Entry-level (0-2 years)"
238,Telemedicine Assistant,"Communication, Patient Interaction, Medical Terminology, Data Entry, Observation",communication | patient interaction | medical terminology | data entry | observation,"[""communication"", ""patient interaction"", ""medical terminology"", ""data entry"", ""observation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Telemedicine Assistant. Skills: Communication, Patient Interaction, Medical Terminology, Data Entry, Observation. Experience: Entry-level (0-2 years)"
239,Dietician Intern,"Nutrition Knowledge, Patient Assessment, Communication, Excel, Report Writing",nutrition knowledge | patient assessment | communication | excel | report writing,"[""nutrition knowledge"", ""patient assessment"", ""communication"", ""excel"", ""report writing""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Dietician Intern. Skills: Nutrition Knowledge, Patient Assessment, Communication, Excel, Report Writing. Experience: Entry-level (0-2 years)"
240,Nutrition Assistant,"Food Analysis, Patient Counseling, Communication, Observation, Reporting",food analysis | patient counseling | communication | observation | reporting,"[""food analysis"", ""patient counseling"", ""communication"", ""observation"", ""reporting""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Nutrition Assistant. Skills: Food Analysis, Patient Counseling, Communication, Observation, Reporting. Experience: Entry-level (0-2 years)"
241,Physiotherapy Intern,"Anatomy Knowledge, Exercises, Patient Assistance, Communication, Observation",anatomy knowledge | exercises | patient assistance | communication | observation,"[""anatomy knowledge"", ""exercises"", ""patient assistance"", ""communication"", ""observation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Physiotherapy Intern. Skills: Anatomy Knowledge, Exercises, Patient Assistance, Communication, Observation. Experience: Entry-level (0-2 years)"
242,Sports Science Intern,"Exercise Physiology, Fitness Assessment, Data Collection, Reporting, Communication",exercise physiology | fitness assessment | data collection | reporting | communication,"[""exercise physiology"", ""fitness assessment"", ""data collection"", ""reporting"", ""communication""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Sports Science Intern. Skills: Exercise Physiology, Fitness Assessment, Data Collection, Reporting, Communication. Experience: Entry-level (0-2 years)"
243,Chemical Engineer,"Process Design, MATLAB, Safety Protocols, Experimentation, Data Analysis, Problem Solving",process design | matlab | safety protocols | experimentation | data analysis | problem solving,"[""process design"", ""matlab"", ""safety protocols"", ""experimentation"", ""data analysis"", ""problem solving""]",,,Chemical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Chemical Engineer. Skills: Process Design, MATLAB, Safety Protocols, Experimentation, Data Analysis, Problem Solving. Experience: Entry-level (0-2 years)"
244,Agricultural Technician,"Crop Monitoring, Soil Testing, Irrigation Systems, Data Recording, Reporting",crop monitoring | soil testing | irrigation systems | data recording | reporting,"[""crop monitoring"", ""soil testing"", ""irrigation systems"", ""data recording"", ""reporting""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Agricultural Technician. Skills: Crop Monitoring, Soil Testing, Irrigation Systems, Data Recording, Reporting. Experience: Entry-level (0-2 years)"
245,Agrochemical Researcher,"Chemistry, Soil Analysis, Crop Testing, Data Analysis, Reporting",chemistry | soil analysis | crop testing | data analysis | reporting,"[""chemistry"", ""soil analysis"", ""crop testing"", ""data analysis"", ""reporting""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Agrochemical Researcher. Skills: Chemistry, Soil Analysis, Crop Testing, Data Analysis, Reporting. Experience: Entry-level (0-2 years)"
246,Dairy Farm Intern,"Animal Care, Milk Testing, Hygiene, Record Keeping, Observation",animal care | milk testing | hygiene | record keeping | observation,"[""animal care"", ""milk testing"", ""hygiene"", ""record keeping"", ""observation""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Dairy Farm Intern. Skills: Animal Care, Milk Testing, Hygiene, Record Keeping, Observation. Experience: Entry-level (0-2 years)"
247,Veterinary Intern,"Animal Care, Diagnostics, Lab Techniques, Data Recording, Observation",animal care | diagnostics | lab techniques | data recording | observation,"[""animal care"", ""diagnostics"", ""lab techniques"", ""data recording"", ""observation""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Veterinary Intern. Skills: Animal Care, Diagnostics, Lab Techniques, Data Recording, Observation. Experience: Entry-level (0-2 years)"
248,Horticulture Assistant,"Plant Care, Soil Testing, Pest Management, Reporting, Observation",plant care | soil testing | pest management | reporting | observation,"[""plant care"", ""soil testing"", ""pest management"", ""reporting"", ""observation""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Horticulture Assistant. Skills: Plant Care, Soil Testing, Pest Management, Reporting, Observation. Experience: Entry-level (0-2 years)"
249,Botany Research Intern,"Plant Biology, Lab Techniques, Field Data Collection, Report Writing",plant biology | lab techniques | field data collection | report writing,"[""plant biology"", ""lab techniques"", ""field data collection"", ""report writing""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,4,False,"Job Role: Botany Research Intern. Skills: Plant Biology, Lab Techniques, Field Data Collection, Report Writing. Experience: Entry-level (0-2 years)"
250,Astronomy Research Intern,"Telescope Handling, Data Collection, MATLAB, Data Analysis, Observation",telescope handling | data collection | matlab | data analysis | observation,"[""telescope handling"", ""data collection"", ""matlab"", ""data analysis"", ""observation""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Astronomy Research Intern. Skills: Telescope Handling, Data Collection, MATLAB, Data Analysis, Observation. Experience: Entry-level (0-2 years)"
251,Astrophysics Intern,"Data Analysis, Python, Research Papers, Observation, Simulation",data analysis | python | research papers | observation | simulation,"[""data analysis"", ""python"", ""research papers"", ""observation"", ""simulation""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Astrophysics Intern. Skills: Data Analysis, Python, Research Papers, Observation, Simulation. Experience: Entry-level (0-2 years)"
252,Space Science Intern,"Satellite Data Analysis, MATLAB, Physics, Research Methods, Reporting",satellite data analysis | matlab | physics | research methods | reporting,"[""satellite data analysis"", ""matlab"", ""physics"", ""research methods"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Space Science Intern. Skills: Satellite Data Analysis, MATLAB, Physics, Research Methods, Reporting. Experience: Entry-level (0-2 years)"
253,Gis Analyst,"ArcGIS, QGIS, Data Analysis, Mapping, Reporting, Communication",arcgis | qgis | data analysis | mapping | reporting | communication,"[""arcgis"", ""qgis"", ""data analysis"", ""mapping"", ""reporting"", ""communication""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Gis Analyst. Skills: ArcGIS, QGIS, Data Analysis, Mapping, Reporting, Communication. Experience: Entry-level (0-2 years)"
254,Remote Sensing Intern,"GIS, Image Processing, MATLAB, Data Analysis, Report Writing",gis | image processing | matlab | data analysis | report writing,"[""gis"", ""image processing"", ""matlab"", ""data analysis"", ""report writing""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,5,False,"Job Role: Remote Sensing Intern. Skills: GIS, Image Processing, MATLAB, Data Analysis, Report Writing. Experience: Entry-level (0-2 years)"
255,Urban Planning Intern,"AutoCAD, GIS, Data Analysis, Planning Principles, Reporting, Communication",autocad | gis | data analysis | planning principles | reporting | communication,"[""autocad"", ""gis"", ""data analysis"", ""planning principles"", ""reporting"", ""communication""]",,,Civil,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Urban Planning Intern. Skills: AutoCAD, GIS, Data Analysis, Planning Principles, Reporting, Communication. Experience: Entry-level (0-2 years)"
256,Interior Architecture Intern,"CAD, Design Principles, Creativity, Visualization, Documentation, Presentation",cad design | design principles | creativity | visualization | documentation | presentation,"[""cad design"", ""design principles"", ""creativity"", ""visualization"", ""documentation"", ""presentation""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Interior Architecture Intern. Skills: CAD, Design Principles, Creativity, Visualization, Documentation, Presentation. Experience: Entry-level (0-2 years)"
257,Journalism Intern,"Writing, Editing, Reporting, Research, Photography, Communication, Storytelling",writing | editing | reporting | research | photography | communication | storytelling,"[""writing"", ""editing"", ""reporting"", ""research"", ""photography"", ""communication"", ""storytelling""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Journalism Intern. Skills: Writing, Editing, Reporting, Research, Photography, Communication, Storytelling. Experience: Entry-level (0-2 years)"
258,Public Relations Intern,"Communication, Event Management, Social Media, Writing, Coordination, Creativity",communication | event management | social media | writing | coordination | creativity,"[""communication"", ""event management"", ""social media"", ""writing"", ""coordination"", ""creativity""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Public Relations Intern. Skills: Communication, Event Management, Social Media, Writing, Coordination, Creativity. Experience: Entry-level (0-2 years)"
